code	speaker	gender	stim	rep	sent	metre_ID	stim_metre	ana_text	nuc_pre_text	ana_has_word_end	nuc_is_new_word	tot_syls	ana_syls	tot_feet	cur_foot	foot_syls	wrd_end_syl	acc_phon	phr_phon	init_phon	fin_phon	v_text	phr_end_t	ana_end_t	foot_start_t	foot_end_t	stress_end_t	wrd_fin_syl_start_t	wrd_end_t	v_onset_t	v_offset_t	s_t	e_t	l_t	h_t	l_syl_start_t	l_syl_end_t	h_syl_start_t	h_syl_end_t	v_grand_mean_t	l_grand_mean_t	h_grand_mean_t	s_grand_mean_t	e_grand_mean_t	v_syl	l_syl	h_syl	l_syl_ratio	h_syl_ratio	s_f0	e_f0	v_onset_f0	l_f0	h_f0	lh_slope	lh_slope_z	lh_mean_f0	lh_med_f0	utt_mean_f0	utt_slope	utt_slope_z	spkr_f0_mean	spkr_f0_SD	spkr_f0_min	spkr_f0_med	location
F16_MWH1_4	F16	F	MWH1	4	WHO VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	2	3	2	L*!H	% H* L*!H L*H %	%	%	V	1284	0	170	693	460	460	604	267	407	61	1107	360	634	170	460	604	693	238	317	562	56	1004	2	2	4	0.66	0.34	94.54	93.01	92.01	89.78	92.58	12.975	7.854	91.29	91.28	91.60	-1.682	-1.018	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH1_4	F16	F	MWH1	4	WHO VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	3	2	2	L*H	% H* L*!H L*H %	%	%	V	1284	0	693	1284	999	999	1284	759	912	61	1107	876	1076	693	999	999	1284	670	784	976	56	1004	5	5	6	0.60	0.27	94.54	93.01	90.95	89.17	93.14	21.527	13.031	91.03	91.10	91.60	-1.682	-1.018	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH1_5	F16	F	MWH1	5	WHO VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	1	1	1	H*	% H* L*!H L*H %	%	%	V	1272	0	0	171	171	-0.5	171	66	168	58	1083	60	137	0	171	0	171	60	54	124	53	997	1	1	1	0.35	0.80	94.28	94.82	94.28	94.28	94.72	6.799	4.116	94.43	94.35	92.11	-1.614	-0.977	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH1_5	F16	F	MWH1	5	WHO VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	2	3	2	L*!H	% H* L*!H L*H %	%	%	V	1272	0	171	645	438	438	570	242	395	58	1083	340	499	171	438	438	570	221	312	466	53	997	2	2	3	0.63	0.46	94.28	94.82	93.40	90.85	92.46	11.927	7.22	91.27	91.11	92.11	-1.614	-0.977	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH1_5	F16	F	MWH1	5	WHO VALued the VASes	0132	MWH1_0132	?	?	?	?	6	0	3	3	2	2	L*H	% H* L*!H L*H %	%	%	V	1272	0	645	1272	981	981	1272	719	888	58	1083	840	1067	645	981	981	1272	672	779	982	53	997	5	5	6	0.58	0.30	94.28	94.82	90.79	88.78	94.66	29.978	18.147	91.83	91.94	92.11	-1.614	-0.977	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH2_1	F16	F	MWH2	1	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	1	3	1	>H*	% >H* L*!H L*H %	%	%	V	1155	0	0	354	146	-0.5	146	68	142	0	1121	70	214	0	146	146	265	70	72	203	0	1031	1	1	2	0.48	0.57	93.62	93.28	91.59	91.60	93.36	12.91	7.815	92.52	92.51	91.11	-2.14	-1.295	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH2_1	F16	F	MWH2	1	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	2	3	1	L*!H	% >H* L*!H L*H %	%	%	V	1155	0	354	700	555	354	555	408	468	0	1121	442	635	354	555	555	647	372	404	592	0	1031	4	4	5	0.44	0.87	93.62	93.28	90.59	90.38	91.49	6.899	4.176	90.59	90.33	91.11	-2.14	-1.295	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH2_1	F16	F	MWH2	1	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	3	2	2	L*H	% >H* L*!H L*H %	%	%	V	1155	0	700	1155	989	989	1155	778	918	0	1121	904	1106	700	989	989	1155	724	828	1016	0	1031	7	7	8	0.71	0.70	93.62	93.28	90.56	88.59	93.31	27.868	16.869	90.47	90.13	91.11	-2.14	-1.295	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH2_2	F16	F	MWH2	2	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	1	3	1	>H*	% >H* L*!H L*H %	%	%	V	1201	0	0	364	145	-0.2	145	52	143	0	1170	85	219	0	145	145	283	54	88	200	0	1035	1	1	2	0.59	0.54	92.96	92.77	91.92	91.69	92.89	10.655	6.45	92.18	92.10	91.03	-2.086	-1.263	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH2_2	F16	F	MWH2	2	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	2	3	1	L*!H	% >H* L*!H L*H %	%	%	V	1201	0	364	733	573	364	568	435	490	0	1170	467	649	364	573	573	676	386	414	580	0	1035	4	4	5	0.49	0.74	92.96	92.77	90.73	90.62	91.67	6.719	4.067	90.93	90.79	91.03	-2.086	-1.263	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH2_2	F16	F	MWH2	2	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	3	2	2	L*H	% >H* L*!H L*H %	%	%	V	1201	0	733	1201	1031	1031	1201	813	966	0	1170	949	1154	733	1031	1031	1201	723	833	1019	0	1035	7	7	8	0.72	0.72	92.96	92.77	90.72	87.96	92.71	28.441	17.216	90.08	89.83	91.03	-2.086	-1.263	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH2_3	F16	F	MWH2	3	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	1	3	1	>H*	%H >H* L*!H L*H %	%H	%	V	1193	0	0	376	160	-0.2	160	61	160	0	1154	101	239	0	160	160	285	57	95	209	0	1032	1	1	2	0.63	0.63	94.00	93.09	91.72	91.28	92.55	9.772	5.915	91.88	91.83	90.98	-1.015	-0.615	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH2_3	F16	F	MWH2	3	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	2	3	1	L*!H	%H >H* L*!H L*H %	%H	%	V	1193	0	376	718	555	376	555	433	491	0	1154	481	684	376	555	663	718	382	432	626	0	1032	4	4	6	0.59	0.38	94.00	93.09	90.08	89.70	91.20	10.016	6.063	90.25	89.99	90.98	-1.015	-0.615	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH2_3	F16	F	MWH2	3	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	3	2	2	L*H	%H >H* L*!H L*H %	%H	%	V	1193	0	718	1193	994	994	1193	787	934	0	1154	911	1097	718	994	994	1193	719	827	985	0	1032	7	7	8	0.70	0.52	94.00	93.09	90.84	88.77	93.65	31.631	19.147	90.38	89.95	90.98	-1.015	-0.615	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH2_4	F16	F	MWH2	4	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	1	3	1	>H*	%H >H* L*!H L*H %	%H	%	V	1154	0	0	360	148	0.3	148	48	145	0	1120	119	18	0	148	0	148	49	121	18	0	1032	1	1	1	0.80	0.12	94.39	94.06	92.63	92.10	93.69	-14.877	-9.005	92.50	92.26	91.32	-1.251	-0.757	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH2_4	F16	F	MWH2	4	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	2	3	1	L*!H	%H >H* L*!H L*H %	%H	%	V	1154	0	360	699	561	360	561	416	481	0	1120	479	629	360	561	561	649	374	433	583	0	1032	4	4	5	0.59	0.77	94.39	94.06	90.60	90.16	91.50	10.076	6.099	90.82	90.76	91.32	-1.251	-0.757	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH2_4	F16	F	MWH2	4	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	3	2	2	L*H	%H >H* L*!H L*H %	%H	%	V	1154	0	699	1154	981	981	1154	774	914	0	1120	895	1082	699	981	981	1154	723	826	996	0	1032	7	7	8	0.70	0.58	94.39	94.06	90.75	88.72	94.33	33.269	20.139	90.84	90.24	91.32	-1.251	-0.757	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH2_5	F16	F	MWH2	5	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	1	3	1	>H*	% >H* L*!H L*H %	%	%	V	1139	0	0	332	153	-0.06	153	58	148	0	1103	81	214	0	153	153	240	57	79	215	0	1033	1	1	2	0.53	0.70	93.77	94.42	91.71	91.55	92.75	9.861	5.969	92.05	91.92	91.26	-1.096	-0.664	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH2_5	F16	F	MWH2	5	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	2	3	1	L*!H	% >H* L*!H L*H %	%	%	V	1139	0	332	671	535	332	535	397	455	0	1103	448	615	332	535	535	630	382	429	590	0	1033	4	4	5	0.57	0.84	93.77	94.42	91.24	90.52	90.97	3.418	2.069	90.60	90.50	91.26	-1.096	-0.664	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH2_5	F16	F	MWH2	5	WHY do you LIVE in the VALLey	0332	MWH2_0332	?	?	?	?	8	0	3	3	2	2	L*H	% >H* L*!H L*H %	%	%	V	1139	0	671	1139	955	955	1139	744	885	0	1103	856	1073	671	955	955	1139	721	815	1005	0	1033	7	7	8	0.65	0.64	93.77	94.42	90.74	88.91	94.42	28.489	17.245	90.63	89.83	91.26	-1.096	-0.664	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH3_1	F16	F	MWH3	1	WHERE have you HIDDen the VALuables	0333	MWH3_0333	?	?	?	?	9	0	3	1	3	1	>H*	% >H* L*!H L*H %	%	%	V	1465	0	0	452	224	0.3	224	93	156	0	1241	102	300	0	224	224	374	69	75	233	0	1170	1	1	2	0.46	0.51	92.77	92.39	92.74	92.74	93.26	1.673	1.013	93.04	93.07	91.64	-1.657	-1.003	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH3_1	F16	F	MWH3	1	WHERE have you HIDDen the VALuables	0333	MWH3_0333	?	?	?	?	9	0	3	2	3	2	L*!H	% >H* L*!H L*H %	%	%	V	1465	0	452	774	638	638	731	520	582	0	1241	574	701	452	638	638	731	449	504	625	0	1170	4	4	5	0.66	0.68	92.77	92.39	90.92	90.46	91.57	9.41	5.696	90.99	90.96	91.64	-1.657	-1.003	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH3_1	F16	F	MWH3	1	WHERE have you HIDDen the VALuables	0333	MWH3_0333	?	?	?	?	9	0	3	3	3	3	L*H	% >H* L*!H L*H %	%	%	V	1465	0	774	1465	1012	1075	1465	843	956	0	1241	913	1198	774	1012	1075	1465	767	835	1127	0	1170	7	7	9	0.58	0.32	92.77	92.39	90.32	89.57	92.91	14.335	8.677	90.99	90.63	91.64	-1.657	-1.003	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH3_2	F16	F	MWH3	2	WHERE have you HIDDen the VALuables	0333	MWH3_0333	?	?	?	?	9	0	3	1	3	1	>H*	% >H* L* L*H %	%	%	V	1469	0	0	430	194	-0.07	194	111	144	0	1257	111	356	0	194	339	430	94	94	314	0	1196	1	1	3	0.57	0.19	91.74	92.10	91.99	91.99	92.67	2.705	1.637	92.37	92.38	91.17	-1.246	-0.754	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH3_2	F16	F	MWH3	2	WHERE have you HIDDen the VALuables	0333	MWH3_0333	?	?	?	?	9	0	3	2	3	2	L*	% >H* L* L*H %	%	%	V	1469	0	430	752	617	617	710	507	571	0	1257	563	446	430	617	430	617	458	514	397	0	1196	4	4	4	0.71	0.09	91.74	92.10	90.82	89.97	91.71	-15.901	-9.626	90.81	90.85	91.17	-1.246	-0.754	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH3_2	F16	F	MWH3	2	WHERE have you HIDDen the VALuables	0333	MWH3_0333	?	?	?	?	9	0	3	3	3	3	L*H	% >H* L* L*H %	%	%	V	1469	0	752	1469	997	1052	1469	816	939	0	1257	913	1223	752	997	1052	1469	761	851	1164	0	1196	7	7	9	0.66	0.41	91.74	92.10	90.01	88.92	92.99	14.643	8.864	90.89	90.80	91.17	-1.246	-0.754	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH3_3	F16	F	MWH3	3	WHERE have you HIDDen the VALuables	0333	MWH3_0333	?	?	?	?	9	0	3	1	3	1	>H*	% >H* L*!H L*H %	%	%	V	1552	0	0	511	272	0.02	272	110	212	0	1370	198	348	0	272	272	437	67	120	227	0	1214	1	1	2	0.73	0.46	91.94	93.18	91.88	90.19	91.81	11.42	6.913	91.18	91.32	90.79	-0.33	-0.2	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH3_3	F16	F	MWH3	3	WHERE have you HIDDen the VALuables	0333	MWH3_0333	?	?	?	?	9	0	3	2	3	2	L*!H	% >H* L*!H L*H %	%	%	V	1552	0	511	851	721	721	813	586	656	0	1370	658	801	511	721	721	813	448	512	641	0	1214	4	4	5	0.70	0.87	91.94	93.18	90.07	89.21	90.51	10.545	6.383	89.91	89.89	90.79	-0.33	-0.2	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH3_3	F16	F	MWH3	3	WHERE have you HIDDen the VALuables	0333	MWH3_0333	?	?	?	?	9	0	3	3	3	3	L*H	% >H* L*!H L*H %	%	%	V	1552	0	851	1552	1102	1159	1552	922	1046	0	1370	997	1328	851	1102	1159	1552	766	834	1172	0	1214	7	7	9	0.58	0.43	91.94	93.18	90.17	88.83	93.35	14.547	8.806	90.76	90.63	90.79	-0.33	-0.2	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH3_4	F16	F	MWH3	4	WHERE have you HIDDen the VALuables	0333	MWH3_0333	?	?	?	?	9	0	3	1	3	1	>H*	%H >H* L*!H L*H %	%H	%	V	1482	0	0	453	241	-0.3	241	130	178	0	1257	198	296	0	241	241	386	89	136	216	0	1182	1	1	2	0.82	0.38	93.19	92.76	91.07	90.55	91.68	12.845	7.775	91.14	91.16	90.63	-0.427	-0.258	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH3_4	F16	F	MWH3	4	WHERE have you HIDDen the VALuables	0333	MWH3_0333	?	?	?	?	9	0	3	2	3	2	L*!H	%H >H* L*!H L*H %	%H	%	V	1482	0	453	777	640	640	730	530	599	0	1257	585	724	453	640	640	730	458	513	646	0	1182	4	4	5	0.71	0.93	93.19	92.76	89.70	89.00	90.45	12.175	7.37	89.74	89.72	90.63	-0.427	-0.258	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH3_4	F16	F	MWH3	4	WHERE have you HIDDen the VALuables	0333	MWH3_0333	?	?	?	?	9	0	3	3	3	3	L*H	%H >H* L*!H L*H %	%H	%	V	1482	0	777	1482	1010	1069	1482	839	955	0	1257	923	1241	777	1010	1069	1482	762	844	1167	0	1182	7	7	9	0.63	0.42	93.19	92.76	90.51	88.89	92.66	11.721	7.095	90.50	90.43	90.63	-0.427	-0.258	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH3_5	F16	F	MWH3	5	WHERE have you HIDDen the VALuables	0333	MWH3_0333	?	?	?	?	9	0	3	1	3	1	>H*	% >H* L*!H L*H %	%	%	V	1459	0	0	403	176	0.3	176	69	124	0	1241	92	339	0	176	316	403	65	86	321	0	1200	1	1	3	0.52	0.26	91.30	94.20	91.33	91.39	92.48	4.83	2.924	92.07	92.26	91.12	-0.474	-0.287	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH3_5	F16	F	MWH3	5	WHERE have you HIDDen the VALuables	0333	MWH3_0333	?	?	?	?	9	0	3	2	3	2	L*!H	% >H* L*!H L*H %	%	%	V	1459	0	403	717	572	572	662	478	540	0	1241	511	658	403	572	572	662	464	501	648	0	1200	4	4	5	0.64	0.96	91.30	94.20	90.44	89.90	91.18	10.674	6.461	90.49	90.48	91.12	-0.474	-0.287	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MWH3_5	F16	F	MWH3	5	WHERE have you HIDDen the VALuables	0333	MWH3_0333	?	?	?	?	9	0	3	3	3	3	L*H	% >H* L*!H L*H %	%	%	V	1459	0	717	1459	972	1021	1459	778	897	0	1241	882	1215	717	972	1021	1459	756	849	1177	0	1200	7	7	9	0.65	0.44	91.30	94.20	90.64	88.75	94.03	15.345	9.289	90.88	90.69	91.12	-0.474	-0.287	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MYN1_1	F16	F	MYN1	1	Have you VALued the VASes	232	MYN1_232	?	?	?	?	7	2	2	1	3	2	L*H	% L*H L*H %	%	%	V	1483	261	261	821	588	588	767	356	521	59	1255	495	677	261	588	588	767	320	425	570	56	1096	3	3	4	0.72	0.50	91.99	93.79	91.87	90.66	93.34	17.282	10.461	91.87	91.64	91.77	-0.404	-0.245	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MYN1_1	F16	F	MYN1	1	Have you VALued the VASes	232	MYN1_232	?	?	?	?	7	2	2	2	2	2	L*H	% L*H L*H %	%	%	V	1483	261	821	1483	1148	1148	1483	903	1087	59	1255	1046	1239	821	1148	1148	1483	783	915	1083	56	1096	6	6	7	0.69	0.27	91.99	93.79	91.58	89.22	93.34	22.768	13.782	91.13	91.21	91.77	-0.404	-0.245	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MYN1_2	F16	F	MYN1	2	Have you VALued the VASes	232	MYN1_232	?	?	?	?	7	2	2	1	3	2	>H*	% >H* L*H %	%	%	V	1326	248	248	700	512	512	633	315	461	83	1162	433	557	248	512	512	633	311	422	551	86	1119	3	3	4	0.70	0.37	92.53	96.22	92.83	91.49	93.25	13.166	7.97	92.20	92.15	92.67	1.162	0.703	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MYN1_2	F16	F	MYN1	2	Have you VALued the VASes	232	MYN1_232	?	?	?	?	7	2	2	2	2	2	L*H	% >H* L*H %	%	%	V	1326	248	700	1326	1052	1052	1326	779	943	83	1162	891	1141	700	1052	1052	1326	776	871	1098	86	1119	6	6	7	0.54	0.32	92.53	96.22	91.89	90.09	96.35	29.741	18.003	93.07	93.14	92.67	1.162	0.703	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MYN1_3	F16	F	MYN1	3	Have you VALued the VASes	232	MYN1_232	?	?	?	?	7	2	2	1	3	2	L*H	% L*H L*H %	%	%	V	1394	239	239	740	528	528	672	320	473	56	1202	451	596	239	528	528	672	318	430	566	59	1108	3	3	4	0.73	0.47	92.97	96.27	91.20	89.92	92.61	22.744	13.767	91.01	90.85	91.78	2.22	1.344	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MYN1_3	F16	F	MYN1	3	Have you VALued the VASes	232	MYN1_232	?	?	?	?	7	2	2	2	2	2	L*H	% L*H L*H %	%	%	V	1394	239	740	1394	1092	1092	1394	815	1001	56	1202	968	1183	740	1092	1092	1394	772	903	1091	59	1108	6	6	7	0.65	0.30	92.97	96.27	91.71	89.39	96.13	34.373	20.807	92.87	92.97	91.78	2.22	1.344	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MYN1_4	F16	F	MYN1	4	Have you VALued the VASes	232	MYN1_232	?	?	?	?	7	2	2	1	3	2	L*H	% L*H L*H %	%	%	V	1385	272	272	743	559	559	679	356	509	64	1208	472	700	272	559	679	743	321	421	666	63	1114	3	3	5	0.70	0.33	93.76	95.67	91.81	90.60	93.82	17.272	10.455	92.55	92.86	92.41	2.03	1.229	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MYN1_4	F16	F	MYN1	4	Have you VALued the VASes	232	MYN1_232	?	?	?	?	7	2	2	2	2	2	L*H	% L*H L*H %	%	%	V	1385	272	743	1385	1097	1097	1385	818	999	64	1208	967	1173	743	1097	1097	1385	772	898	1081	63	1114	6	6	7	0.63	0.26	93.76	95.67	92.27	90.23	96.05	33.036	19.998	93.46	93.70	92.41	2.03	1.229	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MYN1_5	F16	F	MYN1	5	Have you VALued the VASes	232	MYN1_232	?	?	?	?	7	2	2	1	3	2	L*H	% L*H L*H %	%	%	V	1441	268	268	761	563	563	701	355	504	52	1217	486	648	268	563	563	701	321	431	588	52	1104	3	3	4	0.74	0.62	93.56	94.86	91.33	89.86	93.01	23.526	14.241	91.52	91.60	91.52	1.118	0.677	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MYN1_5	F16	F	MYN1	5	Have you VALued the VASes	232	MYN1_232	?	?	?	?	7	2	2	2	2	2	L*H	% L*H L*H %	%	%	V	1441	268	761	1441	1097	1097	1441	842	1016	52	1217	964	1197	761	1097	1097	1441	781	890	1088	52	1104	6	6	7	0.60	0.29	93.56	94.86	91.17	88.96	94.83	28.863	17.472	92.02	92.17	91.52	1.118	0.677	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MYN2_1	F16	F	MYN2	1	Do you LIVE in the VALLey	232	MYN2_232	?	?	?	?	7	2	2	1	3	1	(*)	% (*) L*H %	%	%	V	936	173	173	493	353	173	353	218	270	38	898	272	449	173	353	353	454	194	248	424	47	854	3	3	4	0.55	0.95	92.79	94.53	91.93	91.71	92.44	4.605	2.788	91.95	91.81	91.93	-0.14	-0.085	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MYN2_1	F16	F	MYN2	1	Do you LIVE in the VALLey	232	MYN2_232	?	?	?	?	7	2	2	2	2	2	L*H	% (*) L*H %	%	%	V	936	173	493	936	761	761	936	562	728	38	898	719	874	493	761	761	936	543	685	831	47	854	6	6	7	0.84	0.65	92.79	94.53	92.22	89.80	94.73	35.419	21.44	91.66	91.17	91.93	-0.14	-0.085	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MYN2_2	F16	F	MYN2	2	Do you LIVE in the VALLey	232	MYN2_232	?	?	?	?	7	2	2	1	3	1	(*)	% (*) L*H %	%	%	V	980	159	159	524	350	159	350	221	281	20	936	254	448	159	350	350	465	207	239	414	25	847	3	3	4	0.50	0.85	92.30	94.67	91.02	91.06	91.86	4.396	2.661	91.40	91.40	91.53	0.858	0.519	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MYN2_2	F16	F	MYN2	2	Do you LIVE in the VALLey	232	MYN2_232	?	?	?	?	7	2	2	2	2	2	L*H	% (*) L*H %	%	%	V	980	159	524	980	811	811	980	596	748	20	936	750	914	524	811	811	980	541	671	825	25	847	6	6	7	0.79	0.61	92.30	94.67	91.72	89.79	94.81	36.518	22.106	91.94	91.57	91.53	0.858	0.519	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MYN2_3	F16	F	MYN2	3	Do you LIVE in the VALLey	232	MYN2_232	?	?	?	?	7	2	2	1	3	1	(*)	% (*) L*H %	%	%	V	919	135	135	455	319	135	319	184	239	41	886	215	422	135	319	407	455	197	227	445	50	860	3	3	5	0.43	0.31	91.96	95.74	92.84	92.40	92.03	-0.02	-0.012	91.90	91.90	92.37	1.365	0.826	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
F16_MYN2_3	F16	F	MYN2	3	Do you LIVE in the VALLey	232	MYN2_232	?	?	?	?	7	2	2	2	2	2	L*H	% (*) L*H %	%	%	V	919	135	455	919	735	735	919	519	680	41	886	637	856	455	735	735	919	536	638	833	50	860	6	6	7	0.65	0.66	91.96	95.74	91.96	90.43	95.78	29.652	17.949	92.67	92.07	92.37	1.365	0.826	90.869	1.652	84.811	90.819	C:/Users/antoi/Github/PhD/3_Recordings/Analysis_1_standard/F16/sentence_modes/
